score,user_rating,es_scaled_score,isbn,book_title,book_author,year_of_publication,publisher,summary,category
3.0623318078603203,0,6.430896796506673,0451153065,Women Men Love-Women Men Leave,Dr. Connell Cowan,1988,Signet Book,"This guide, written by clinical psychologists, attempts to demystify
men and to provide insight into the ways men tend to love.",['interpersonal relations']
3.0623318078603203,0,6.430896796506673,0373201486,Sons Of Texas: Love And Courtship (By Request) (By Request),Annette Broadrick,1998,Harlequin,"Sons Of Texas: Love and Courtship! by Annette Broadrick released on
Jun 24, 1998 is available now for purchase.",['fiction']
3.0623318078603203,0,6.430896796506673,0373709315,"P.S. Love You Madly (Superromance, 931)",Bethany Campbell,2000,Harlequin,"P.S. Love You Madly by Bethany Campbell released on Jul 25, 2000 is
available now for purchase.",['fiction']
3.0623318078603203,0,6.430896796506673,1561452718,If I Found a Wistful Unicorn: A Gift of Love,Ann Ashford,2002,Peachtree Publishers,"If his friend answers yes to any of his questions, then a boy will
know his friend loves him.",['juvenile fiction']
3.0623318078603203,0,6.430896796506673,0486272842,Great Love Poems (Dover Thrift Editions),Shane Weller,1992,Dover Publications,"In this volume readers can sample more than 150 great love poems by
English and American poets.",['poetry']
3.0568394214917087,0,6.419362785132589,034542896X,Hot Johnny: (And the Women Who Loved Him),Sandra Jackson-Opoku,2001,One World,"The life and times of Hot Johnny are seen through the eyes of the
women who loved him, including Peaches, the prostitute who names him;
his college soulmate Tree; Etta, the older woman who teaches him about
love; and Destiny, his young wife ...",['fiction']
3.0495641681409817,0,6.404084753096062,0375709223,A General Theory of Love (Vintage),Thomas Lewis,2001,Vintage Books USA,"A General Theory of Love applies these extraordinary insights to some
of the most crucial issues we face, explaining how relationships
function, how parents shape a child&#39;s developing self, how
psychotherapy really works, what fosters ...",['psychology']
3.0495641681409817,0,6.404084753096062,0373872534,The Sweetest Gift (Love Inspired),Jillian Hart,2004,Steeple Hill,"Editorially connected to her July 2002 novel &quot;His Hometown
Girl,&quot; Hart offers this story of a jaded ex-military man and a
sweet-natured nurse who find love where they least expect it--in their
own backyards. Original.",['fiction']
3.0495641681409817,0,6.404084753096062,0140443355,First Love (Classics S.),Ivan Sergeevich Turgenev,1988,Penguin Books,"Set in the world of nineteenth-century Russia&#39;s fading
aristocracy, Turgenev&#39;s story depicts a boy&#39;s growth of
knowledge and mastery over his own heart as he awakens to the complex
nature of adult love.",['fiction']
3.0495641681409817,0,6.404084753096062,0307440117,The Mourning Dove: A Story of Love,Larry Barkdull,1997,Golden Books Publishing Company,"Originally self-published, this poignant story tells of nine-year-old
Hannibal, who, having recently lost his parents, moves in with his
widowed grandfather and enjoys the warm, subtle teachings of a man who
is humble yet loved by all.",['fiction']
3.0495641681409817,0,6.404084753096062,0393040135,Love Warps the Mind a Little,John Dufresne,1997,W. W. Norton & Company,"Leaving his wife and his day job to write the novel he has always
dreamed about, Lafayette Proulx moves in with the eccentric Judy Dubey
and falls in love with her, a situation that is complicated when Judy
is diagnosed with stage IV cancer ...",['fiction']
3.0442357983093267,0,6.392895176449586,0452264316,Gay Love Signs: The New Astrology Guide for Men Who Love Men,Michael Jay,1990,Plume Books,"Michael Jay&#39;s handbook on gay love--and how the planets affect
romantic success and failure--is now completely revised and updated,
and even more finely tuned to the needs and desires of today&#39;s gay
community.","['body, mind & spirit']"
3.0433396683095015,0,6.391013303449953,0786886153,I Loved You All: A Novel,Paula Sharp,2001,Hyperion,"With a tension that builds from the first page, I Loved You All is a
lyrical, funny and moving portrait of family life and of the
peculiarly American politics of abortion rights.",['fiction']
3.0433396683095015,0,6.391013303449953,1578660114,365 Ways to Love Your Child,Caryl Waller Krueger,1998,Galahad Books,"With the loving insight of a mother and grandmother, Caryl Waller
Krueger presents 365 ideas in capsule form, to help you make the most
of special moments with your child.",['family & relationships']
3.0433396683095015,0,6.391013303449953,0060093544,Boat Bastard: A Love/Hate Memoir,Deborah van Rooyen,2002,ReganBooks,"The author recounts her dysfunctional relationship with a man whose
first love was the sea, describing their clashing personalities,
disputes and reconcilations, and her eventual decision to end the
affair.",['biography & autobiography']
3.0433396683095015,0,6.391013303449953,0671460544,"LOVE CHASE (Tapestry Romance, No. 12)",Theresa Conway,1983,Pocket,"When Brianne O&#39;Neill is attracted to the proud Pierce Nolan, she
struggles to overcome his indifferent attitude toward her and win his
love",['fiction']
3.0433396683095015,0,6.391013303449953,0062504363,We : Understanding the Psychology of Romantic Love,Robert A. Johnson,1985,HarperSanFrancisco,"Provides an illuminating explanation of the origins and meaning of
romantic love and shows how a proper understanding of its
psychological dynamics can revitalize our most important
relationships.",['psychology']
3.035256796085721,0,6.374039271780014,0786006102,At Long Last Love (Arabesque),Bettye Griffin,1999,Bet Books,"The owner of a successful take-out chain called Soul Food to Go,
Kendall Lucas has little time for love, until she meets her gorgeous
new neighbor, Spencer Barnes, but as their passion spins out of
control, she discovers that Spencer is the ...",['fiction']
3.035256796085721,0,6.374039271780014,0393320766,Harry and Catherine: A Love Story,Frederick Busch,2000,W.W. Norton & Company,"Catherine, a strong-willed, middle-aged woman with two sons--one in
high school, one just off to college--has enjoyed an on-again, off-
again love affair for many years with Harry. Reader&#39;s Guide
available. Reprint.",['fiction']
3.035256796085721,0,6.374039271780014,0515135364,Impractical Magic (Magical Love),Karen Fox,2003,Jove Books,"When Rose Thayer, who possesses true magical power, sets out to expose
him as a fraud, grand illusionist Brandon Goodfellow performs his
greatest trick of all when he makes the beautiful faery fall in love
with him. Original.",['fiction']
3.035053401129099,0,6.373612142371107,0375411704,Love Speaks Its Name : Gay and Lesbian Love Poems (Everyman's Library Pocket Poets),J.D. MCCLATCHY,2001,Everyman's Library,"A collection of gay and lesbian love poems spans the centuries with
contributions from Walt Whitman, Gertrude Stein, Sappho, Timothy Liu,
and Federico Garcâia Lorca.",['poetry']
3.0341639546225196,0,6.371744304707292,0373113064,"Love'S Sweet Harvest (Harlequin Presents, No 1306)",Sally Heywood,1990,Harlequin,"Love&#39;s Sweet Harvest by Sally Heywood released on Aug 24, 1990 is
available now for purchase.",['fiction']
3.0341639546225196,0,6.371744304707292,0373026854,"Love'S Good Fortune (Harlequin Romance, No 2685)",Louise Harris,1985,Harlequin,"Love&#39;s Good Fortune by Louise Harris released on Feb 22, 1985 is
available now for purchase.",['fiction']
3.0341639546225196,0,6.371744304707292,0373121601,Rafael's Love-Child (Harlequin Presents #2160),John N. Walker,2001,Harlequin,"Rafael&#39;s Love-Child by Kate Walker released on Jan 25, 2001 is
available now for purchase.",['fiction']
3.0339627272853282,0,6.37132172729919,1886028222,The Year of the Buffalo: A Novel of Love & Minor League Baseball,Marshall J. Cook,1997,Savage Press (WI),"Marshall J. Cook is one of the most beloved and prolific writers in
Wisconsin. The Year of the Buffalo, a novel of love and minor league
baseball, his second book for Savage Press, is a touching tale of
love, baseball and transcendence.",['fiction']
3.030188540585803,0,6.363395935230187,0590455591,"I Love You, I Hate You, Get Lost",Ellen Conford,1995,Scholastic Paperbacks (Mm),"A collection of seven short stories follows the turbulent-but-typical
ups and downs of teenage love and life. By the author of If This Is
Love, I&#39;ll Take Spaghetti! Reprint.",['adolescence']
3.0226210198817776,0,6.347504141751733,1565078241,What Makes a Man Feel Loved,Bob Barnes,1998,Harvest House Publishers,"&quot;What Makes a Man Feel Loved&quot; gives wives a unique
opportunity to discover what their men think about--priorities,
desires, and approaches to difficult situations.",['religion']
3.0226210198817776,0,6.347504141751733,060980135X,The Path to Love: Spiritual Strategies for Healing,Deepak Chopra,1998,Three Rivers Press (CA),"Reprint. 250,000 first printing. Drawing on the Vedic texts of India
and other great wisdom traditions, Dr. Chopra describes the seven
stages of love, beginning and culminating in ecstasy.",['family & relationships']
3.0226210198817776,0,6.347504141751733,0345350707,Intimate Partners: Patterns in Love and Marriage,Maggie Scarf,1996,Ballantine Books,"This study of love relationships examines how they work, the powerful
influences of the past, the underlying causes of marital tension, the
predictable stages of a relationship, and the role of sex as marital
relationships evolve",['family & relationships']
3.0226210198817776,0,6.347504141751733,0805463526,True Love Waits (Mini-Books),Mark Devries,1997,Broadman & Holman Publishers,"Presents excerpts from the &quot;True Love Waits
Bible&quot;--Scripture verses, quotations, survey results, and more--
offering guidance on setting limits on sexual behavior.",['religion']
3.0214212425266394,0,6.344984609305943,0671000381,COURTNEY LOVE: THE QUEEN OF NOISE,Melissa Rossi,1996,Pocket,"The astonishing no-holds-barred look into the heart and soul of
today&#39;s high priestess of rock n&#39; roll, this book reveals the
true Courtney Love, lead singer of the rock group, Hole, and late wife
of Kurt Cobain, the lead singer of Nirvana.",['biography & autobiography']
3.019596106965617,0,6.341151824627796,1890159166,Big Big Love: A Sourcebook on Sex for People of Size and Those Who Love Them,Hanne Blank,2000,Greenery Press (CA),"&quot;Big Big Love&quot; is essential reading for women, men and
transfolk... gays, bisexuals and heterosexuals... and anyone else
who&#39;s ever been told that sex is only for the slender!",['self-help']
3.0104422501078996,0,6.32192872522659,0761508341,Love and War Between the Signs: Astrological Secrets to Emotional Compatibility,AMY KEEHN,1996,Prima Lifestyles,"If you want to know for certain, look to the stars! In Love and War
Between the Signs author Amy Keehn divulges the astrological secrets
that will tell you if this is someone is the love of a lifetime.","['body, mind & spirit']"
3.0100961535387265,0,6.321201922431326,0060179791,For Love,Sue Miller,1993,Harpercollins,"Three childhood chums reunite after years of separation and, when
tragedy strikes, they must face their pasts. By the author of The Good
Mother and Family Pictures. 125,000 first printing. $150,000 ad/promo.
BOMC. Tour.",['fiction']
3.0100961535387265,0,6.321201922431326,0061091618,For Love,Sue Miller,1996,HarperTorch,"Three childhood chums reunite after years of separation and, when
tragedy strikes, they must face their pasts",['fiction']
3.0100961535387265,0,6.321201922431326,0061041769,The Loving,Sandra Canfield,1992,Harper Mass Market Paperbacks (Mm),"Recuperating from a near-fatal accident, surgeon Roan Jacob rents a
house in New Orleans that happens to be haunted by the spirit of a
raven-haired beauty, who lures him into the past with a promise of
everlasting passion. Original.",['fiction']
3.0100961535387265,0,6.321201922431326,1558589112,With Love,Alan Marks,1998,Michael Neugebauer Book,"A collection of stories based on the author&#39;s experiences with
chimpanzees in Gombe Stream National Park in Tanzania over a period of
almost forty years.",['juvenile nonfiction']
3.0100961535387265,0,6.321201922431326,0810935627,Loving,Charles Sullivan,1992,Harry N Abrams,"Biographical notes give the reader useful background information about
the artists and poets included in the book.",['poetry']
3.008034024919899,0,6.316871452331788,0553444476,"Dangerous Love (Loveswept, No 680)",Victoria Leigh,1994,Loveswept,"Luke Sinclair arrives on a secluded island in order to protect
Elisabeth Conner, his boss&#39;s sister, from the man who had once
kidnapped her, and Luke discovers that she is the woman whose
photograph he had fallen in love with years before",['fiction']
3.0072861962161546,0,6.315301012053925,0553275674,"Double Love (Sweet Valley High, No. 1)",Francine Pascal,1984,Sweet Valley,"Jessica Wakefield and her identical twin sister, Elizabeth, become
rivals for the love of Todd Wilkins, a handsome basketball player.",['juvenile fiction']
3.0072861962161546,0,6.315301012053925,037329199X,"The Love Match (Harlequin Historical Series, No. 599)",DEBORAH SIMMONS,2002,Harlequin,"The Love Match by Deborah Simmons\Deborah Hale\Nicola Cornick released
on Feb 22, 2002 is available now for purchase.",['fiction']
3.0072861962161546,0,6.315301012053925,0316106585,Love from the Heart of the Home : A Keepsake Book,Susan Branch,1994,"Little, Brown","This Keepsake Book features recipes and paintings for Valentine&#39;s
Day -- or any day that love is in the air. Ribbon marker.",['family & relationships']
3.0072861962161546,0,6.315301012053925,158660550X,Wyoming: Four Novels of Love in Frontier Forts,Colleen Coble,2002,Barbour Publishing,"Four pioneer women endure hardships as they settle their homes in
nineteenth century Wyoming, each struggling with family, love, and
faith.",['christian fiction']
3.0027204671543575,0,6.305712981024151,0385325126,I Love You So Much,Carl Norac,1998,Doubleday Books for Young Readers,"Since her parents are too busy in the morning to listen to her say
that she loves them, Lola the hamster waits all day long for another
opportunity to say the words.",['juvenile fiction']
3.0027204671543575,0,6.305712981024151,1931391947,If You Love Me You Will Follow,Fran Girard,2001,Booklocker.com,"Irish immigrant parents raise a family in New Jersey and cope with the
Great Depression and World War II. Heartwarming story of love, fears,
humor and tears highlights this family biography.",['biography & autobiography']
3.0027204671543575,0,6.305712981024151,0440417449,I Love You So Much,Carl Norac,2002,Dragonfly Books,"Since her parents are too busy in the morning to listen to her say
that she loves them, Lola the hamster waits all day long for another
opportunity to say the words.",['juvenile fiction']
3.0027204671543575,0,6.305712981024151,020140835X,Dr. Susan Love's Breast Book,Susan M. Love,1995,Perseus Book Group,"Women all over the country and the doctors and nurses who care for
them have established Dr. Susan Love&#39;s Breast Book as the standard
reference on its subject.",['social science']
3.0018776244655476,0,6.30394301137765,1584970103,I Am Loved (True Stories of True Love from People Like You),Rich Davis,2001,Addax Publishing Group,"In this collection of nearly 150 original and heartwarming stories,
such personalities as Dick Clark, Tony Bennett, Barbara Bush, Rush
Limbaugh, and Helen Hunt contribute essays centering around a person
being told they are loved.",['family & relationships']
3.0007945372897864,0,6.301668528308552,0670858463,Biting the Apple: Women Getting Wise About Love,Judith Sills,1996,Penguin USA,"A psychologist shows women how they can stop needing men--and
negotiating with them--and start loving them, offering day-to-day
psychological strategies for single and married women designed to help
them discover the path to true love.",['love']
3.0007945372897864,0,6.301668528308552,0743251040,The Serpent and the Moon : Two Rivals for the Love of a Renaissance King,Her Royal Highness Princess Michael of Kent,2004,Touchstone,"A study of a royal love triangle captures the relationships between
King Henri II of France, his wife Catherine de Medici, and his
mistress, Diane de Poitiers, examining the impact of the love story on
the history of Renaissance France.",['history']
2.995073828341094,0,6.289655039516298,0515131814,Heaven Sent (Love Letters),Rachel Wilson,2001,Jove Books,"Callida Prophet finds herself drawn to her brooding, sullen employer,
a widower who shows little affection toward her charge, his six-year-
old daughter Becky, after she reads a series of love letters that he
had written years before.",['fiction']
2.9912385870275915,0,6.281601032757942,0883473224,Why Am I Afraid to Love?: Overcoming Rejection and Indifference,John Powell,1990,Thomas More Association,"Tear down the walls that you&#39;ve built to protect yourself from
rejection. That&#39;s the urgent message in this classic book on the
universal human desire to love and be loved.",['religion']
2.9912385870275915,0,6.281601032757942,0553106538,No Less Than Greatness: Finding Perfect Love in Imperfect Relationships,Mary Manin Morrissey,2001,Bantam Books,"In No Less Than Greatness Mary affirms that love is our birthright --
and learning to love well is life&#39;s greatest lesson. She shows
that we are not alone in our search.",['family & relationships']
2.9908926710933716,0,6.280874609296081,037328960X,"Outlaw Love  (Debut Author) (Harlequin Historicals, No 360)",Judith Stacy,1997,Harlequin,"Outlaw Love by Judith Stacy released on Feb 21, 1997 is available now
for purchase.",['fiction']
2.9908926710933716,0,6.280874609296081,0062516531,Visitations From the Afterlife : True Stories of Love and Healing,Lee Lawson,2000,HarperSanFrancisco,"A collection of personal stories that relate encounters with deceased
loved ones celebrates the existence of an afterlife.","['body, mind & spirit']"
2.9908926710933716,0,6.280874609296081,037307834X,"To Love A Cowboy (Harlequin Silhouette Intimate Moments, No 834)",Barbara Ankrum,1997,Silhouette,"To Love A Cowboy by Barbara Ankrum released on Nov 24, 1997 is
available now for purchase.",['fiction']
2.9908926710933716,0,6.280874609296081,0373256655,"Timeless Love (Bachelor Arms) (Harlequin Temptation, No 565)",Caroline Arnold,1995,Harlequin,"Timeless Love by Judith Arnold released on Oct 25, 1995 is available
now for purchase.",['fiction']
2.9908926710933716,0,6.280874609296081,0373271301,"Loving Lizbeth (The Sullivan Sisters) (Intimate Moments, 1060)",Ruth Ryan Langan,2001,Silhouette,"Loving Lizbeth by Ruth Langan released on Jan 25, 2001 is available
now for purchase.",['fiction']
2.9908926710933716,0,6.280874609296081,0373117531,"Tainted Love (Dangerous Liasons) (Harlequin Presents, No 1753)",Alison Fraser,1995,Harlequin,"Tainted Love by Alison Fraser released on May 25, 1995 is available
now for purchase.",['fiction']
2.9908926710933716,0,6.280874609296081,0553492772,"While You Were Gone (Love Stories, No 36)",Kieran Scott,1999,Bantam Books,"Patricia is in love with Evan who treats her like a queen but then
Rider returns to town.",['juvenile fiction']
2.9908926710933716,0,6.280874609296081,0373825676,"Overruled By Love (Delta Justice) (Delta Justice, No 7)",M. J. Rodgers,1998,Harlequin,"Overruled By Love by M.J. Rodgers released on Jan 23, 1998 is
available now for purchase.",['fiction']
2.9908926710933716,0,6.280874609296081,0373033559,"Dearest Love (Sealed With A Kiss) (Harlequin Romance, No 3355)",Betty Neels,1995,Harlequin,"Dearest Love by Betty Neels released on Feb 22, 1995 is available now
for purchase.",['fiction']
2.984834355418279,0,6.2681521463783865,1577942620,Reduce Me to Love: Unlocking the Secret to Lasting Joy,Joyce Meyer,2000,Harrison House,"Meyers dynamic insights reveal the life-transforming power of
accepting and giving away Gods love. With her finger on the pulse of
todays believer, Meyer offers a spiritual wake-up call with her timely
assessment of peoples need for love.",['joy']
2.9835897805948974,0,6.265538539249285,0062516795,Zen Sex: The Way of Making Love,Philip T. Sudo,2000,HarperSanFrancisco,"Guides readers through the Seven Ways of the Mind, Body, and Spirit to
reveal how couples can create loving relationships while applying easy
practices to enhance their sexual and spiritual lives.",['health & fitness']
2.9835897805948974,0,6.265538539249285,0393309657,Love Is Strange: Stories of Postmodern Romance,Joel Rose,1993,W. W. Norton & Company,"A collection of stories about unusual relationships and contemporary
love affairs includes contributions by Kathy Acker, Barry Gifford,
Lynne McFall, Patrick McGrath, William T. Vollmann, and David
Wojnarowicz",['fiction']
2.9835897805948974,0,6.265538539249285,0816743924,I Love You Stinky Face,Lisa McCourt,1997,Troll Communications,"A mother and child discuss how the mother&#39;s love would remain
constant even if her child were a stinky skunk, scary ape, or bug-
eating green alien.",['juvenile fiction']
2.9835897805948974,0,6.265538539249285,1558747346,"Teen Love:  On Relationships, A Book for Teenagers",Kimberly Kirberger,1999,Health Communications,"On the roller-coaster ride of teen love, this is one book no teen can
afford to be without. Check out the companion book, , co-authored with
Colin Mortensen of MTV’s Real World/Hawaii.",['young adult nonfiction']
2.981611466594074,0,6.261384079847556,157778121X,Shout to the Lord: Stories of God's Love and Power,Darlene Zschech,2001,Albury Publishing,"Discover the truth of praise and worship from the Scriptures Jesus
spoke and from stories of those who experienced the wonders of his
love.",['religion']
2.9651856078147762,0,6.2268897764110305,0312913788,Women and Love: A Cultural Revolution in Progress,Shere Hite,1989,St Martins Pr (Mm),"Thousands of women reveal their innermost feelings about love and
relationships in the most recent report by the woman who changed
America&#39;s concept of women and sexuality with the original Hite
Report. Reprint.",['social science']
2.9651856078147762,0,6.2268897764110305,0590603884,Blood Curse (Vampire's Love No. 1),Janice Harrell,1995,Scholastic Paperbacks (Mm),"A teenage vampire is forced to resist her bloodthirsty nature when she
falls in love with a mortal boy, and her growing feelings make her
desperately seek to become human again. Original.",['love stories']
2.9651856078147762,0,6.2268897764110305,0609607235,Love Stories of World War II,LARRY KING,2001,Crown,"Shares the stories of thirty-three couples who met and fell in love
during World War II, offering a view of the personal side of the
wartime experience and the legacy of relationships forged in the midst
of tragedy.",['family & relationships']
2.9651856078147762,0,6.2268897764110305,0375761179,The Art of Love (Modern Library Classics),Ovid,2002,Modern Library,", Ovid, author of the groundbreaking epic poem Metamorphoses, came
under severe criticism for The Art of Love, which playfully instructed
women in the art of seduction and men in the skills essential for
mastering the art of romantic ...",['poetry']
2.9651856078147762,0,6.2268897764110305,0195106423,Love Is a Story: A New Theory of Relationships,"Robert J., Ph.D. Sternberg",1998,Oxford University Press,"Drawing on extensive research and case studies, a distinguished
psychologist looks at twenty-six different types of love and their
implications for developing a firm and lasting relationship with a
partner. $50,000 ad/promo. Tour. UP.",['psychology']
2.9598500125850173,0,6.215685026428536,0373168608,"Loving A Lonesome Cowboy (Harlequin American Romance, No 860)",Debbi Rawlins,2001,Harlequin,"Loving A Lonesome Cowboy by Debbi Rawlins released on Dec 25, 2000 is
available now for purchase.",['fiction']
2.9598500125850173,0,6.215685026428536,0373117574,"Nothing Changes Love (Wedlocked) (Harlequin Presents, No 1757)",Jacqueline Baird,1995,Harlequin,"Nothing Changes Love by Jacqueline Baird released on Jun 23, 1995 is
available now for purchase.",['fiction']
2.9598500125850173,0,6.215685026428536,0373287992,"Reckless Love (Big Book) (Harlequin Historical, No 199)",Elizabeth Lowell,1993,Harlequin,"Reckless Love - U by Elizabeth Lowell released on Oct 25, 1993 is
available now for purchase.",['fiction']
2.9598500125850173,0,6.215685026428536,0373272383,"Love Under Fire (Silhouette Intimate Moments, 1168)",Frances Housden,2002,Silhouette,"Love Under Fire by Frances Housden released on Jul 25, 2002 is
available now for purchase.",['fiction']
2.9598500125850173,0,6.215685026428536,0373224664,"Whisper My Love (Home To Texas) (Intrigue , No 466)",Jim Wilson,1998,Harlequin,"Whisper My Love by Gayle Wilson released on Mar 25, 1998 is available
now for purchase.",['fiction']
2.9598500125850173,0,6.215685026428536,0849903483,Love Must Be Tough: New Hope for Families in Crisis,James C. Dobson,1983,Thomas Nelson Inc,"Supplies guidance on techniques for avoiding divorce by transforming a
deteriorating marriage into a healthy, loving, and respectful
relationship",['house & home']
2.9581316322809785,0,6.2120764277900555,0452273099,Love! Valour! Compassion! and a Perfect Ganesh: Two Plays (Plume Drama),Terrence McNally,1995,Plume Books,"Beautifully written, moving, and very funny, Love!",['gay men']
2.957061008916947,0,6.209828118725589,0738700819,"White Spells: Magic for Love, Money  & Happiness",Ileana Abrev,2001,Llewellyn Publications,"Presents a collection of simple spells using crystals, water, herbs,
plants, and candles to achieve such things as success, love, luck, and
good health.","['body, mind & spirit']"
2.954373160822329,0,6.204183637726891,0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,Penguin Books,"Set on the Caribbean coast of South America, this love story brings
together Fermina Daza, her distinguished husband, and a man who has
secretly loved her for more than fifty years",['adultery']
2.954373160822329,0,6.204183637726891,0140281649,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1999,Penguin Books,"Set on the Caribbean coast of South America, this love story brings
together Fermina Daza, her distinguished husband, and a man who has
secretly loved her for more than fifty years",['fiction']
2.9474671253147067,0,6.1896809631608845,0440200873,Every Time I Love You,Heather Graham,1988,Dell Publishing Company,"The storybook marriage of Gayle Norman and Brent McCauley begins to
crumble when fashbacks from the tumultuous past life they shared
threaten their present existence and cause them to fight together for
a love that will last forever",['fiction']
2.9474671253147067,0,6.1896809631608845,0553566660,More Than a Friend (Love Stories),Elizabeth Winfrey,1995,Bantam Books,"Delia Byrne and Cain Parson, who have always known each other and been
close, try a dating experiment and end up testing the idea that true
love can grow from friendship.",['juvenile fiction']
2.9474671253147067,0,6.1896809631608845,0505519003,A Time to Love Again (Timeswept Romance),Flora Speer,1993,Leisure Books,"One slip on the computer keyboard and India Baldwin is transported
back to the time of Charlemagne--and right into the middle of a
battlefield. India is forced to take refuge with an arrogant warrior
who turns out to be her true love.",['holy roman empire']
2.9474671253147067,0,6.1896809631608845,0553248235,"Love by the Book (Sweet Dreams, No 83)",Anne Park,1985,Starfire,"While working with her friend Phil to save her family&#39;s bookstore,
Lisa Randall falls head over heels in love with Kevin Cott--a boy she
has little in common with.",['adolescence']
2.9474671253147067,0,6.1896809631608845,082174495X,With All My Heart (To Love Again),Jennifer Gage,1994,Kensington Pub Corp (Mm),"After having a passionate fling with an architect while on vacation in
Mexico, widowed Meg Patterson is startled when he appears on her
doorstep, and she welcomes the chance to find love again. Original.
(Romance)",['fiction']
2.9474671253147067,0,6.1896809631608845,0312961367,For the Love of Pete (Seascape (St. Martins)),Rosalyn Alsobrook,1997,St. Martin's Press,"Jillian Westworth returns to the Seascape Inn after a nine-year
absence and a bout of unrequited love, and meets an old flame who is
the unwitting father of her eight-year-old son, Pete. Original.",['fiction']
2.9474671253147067,0,6.1896809631608845,0060959479,All About Love: New Visions,bell hooks,2001,Perennial,"The Utne Reader declared bell hooks one of the &quot;100 Visionaries
Who Can Change Your Life.&quot; All About Love is a powerful
affirmation of just how profoundly she can.",['family & relationships']
2.9474671253147067,0,6.1896809631608845,0316128287,Handbook for the Heart: Original Writings on Love,Richard Carlson,1996,Little Brown & Co,"A collection, including pieces by John Gray, Deepak Chopra, Nathaniel
Branden, and Leo Buscaglia, attempts to provide insights into love,
its purpose, its spiritual significance, and our enduring attempts at
attaining it. Tour.",['philosophy']
2.9474671253147067,0,6.1896809631608845,037570910X,The Feast of Love (Vintage Contemporaries (Paperback)),Charles Baxter,2001,Vintage Books USA,"A collection of vignettes set in a coffee shop explores the subtle
movements of love between ordinary people. By the author of Believers
and Harmony of the World. Reader&#39;s Guide available. Reprint.
75,000 first printing.",['fiction']
2.9474671253147067,0,6.1896809631608845,067100445X,LOVE BYTES CAFE 1 (@CAFE),Elizabeth Craft,1997,Simon Pulse,"The thick-or-thin friendship of the @Cafe staff faces its first
difficult challenge when Dylan falls in love with Natalie, putting the
staff rule to avoid personal relationships with each other in
question. Original.",['coffee shops']
2.9474671253147067,0,6.1896809631608845,087701759X,"Mama, Do You Love Me?",Barbara M. Joosse,1991,Chronicle Books,"How much? In this universal story, a child tests the limits of
independence and comfortingly learns that a parent&#39;s love is
unconditional and everlasting. The story is made all the more
captivating by its unusual Arctic setting.",['juvenile fiction']
2.947122473825155,0,6.188957195032826,1401300901,"PS, I Love You",Cecelia Ahern,2004,Hyperion,"But as her 30th birthday looms, Gerry comes back to her. He&#39;s left
her a bundle of notes, one for each of the months after his death,
gently guiding Holly into her new life without him, each note signed
&#39;PS, I Love You&#39;.",['fiction']
2.943859664676427,0,6.182105295820497,0380755157,"Lost Love, Last Love",Rosemary Rogers,1983,Harper Mass Market Paperbacks (Mm),"Revolution, a sultan&#39;s harem, and the most romantic lovers of
Europe serve to test the tempestuous marriage of fiery Virginia
Brandon and her adventurer husband, Steven Morgan",['fiction']
2.943859664676427,0,6.182105295820497,0671758772,VAMPIRE IN LOVE : VAMPIRE IN LOVE,Angela Sommer-Bodenburg,1993,Aladdin,"Tony&#39;s exciting friendship with several vampires is complicated
when their creepy Cousin Olga comes to visit and pursue a crush on
him.",['vampires']
2.943859664676427,0,6.182105295820497,067175047X,LANGUAGE OF LOVE : LANGUAGE OF LOVE,Gary Smalley,1992,Pocket,"Family counselors and bestselling authors Smalley and Trent offer a
key to a life-transforming communication method--one that has been
used instinctively by great speakers throughout the ages--emotional
word pictures.",['family & relationships']
2.943859664676427,0,6.182105295820497,0843928387,"First Love, Wild Love",Madeline Baker,1989,Leisure Books,"Shunkaha was a convicted thief working on a road gang when Brianna
first saw him.",['lakota indians']
2.943859664676427,0,6.182105295820497,082173959X,Love Lessons (To Love Again),Marian Oaks,1992,Zebra Books,"Divorced after nearly forty years of marriage, Carolyn Ames finds
herself attracted to a handsome architect, but is uncertain whether
she is ready to give up her independence once again",['fiction']
2.943859664676427,0,6.182105295820497,0821714317,"First Love, Wild Love",Janelle Taylor,1993,Kensington Pub Corp (Mm),"When Lynx Cardone sees beautiful Calinda Braxton asleep in his hotel
room, he assumes she is there for his enjoyment and yields to his
desire, realizing too late that he has made a terrible mistake",['fiction']
2.943859664676427,0,6.182105295820497,0671673645,"Loves Music, Loves to Dance",Mary Higgins Clark,1991,Simon & Schuster,"When Robin probes the disappearance of her close friend, Marcy, a
young woman who answers an ad in a magazine &quot;personals&quot;
section, she finds herself the prey of a serial killer with a special
fetish",['fiction']
2.943859664676427,0,6.182105295820497,0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket,"When Robin probes the disappearance of her close friend, Marcy, a
young woman who answers an ad in a magazine &quot;personals&quot;
section, she finds herself the prey of a serial killer with a special
fetish A killer enacts a bizarre dance of death, ...",['fiction']
2.943859664676427,0,6.182105295820497,0425164403,Only Love (Magical Love),Erich Segal,1998,Berkley Publishing Group,"Matthew Hiller finds himself caught in the middle among his
Hippocratic oath, his past, and a potential future with a beautiful
but terminally ill woman married to another man",['fiction']
